@relation cloneEval

@attribute numInstance real
@attribute minLeveDis real
@attribute localOrClassFamily{true, false}
@attribute followControlStat {true, false}
@attribute numMonthOfFile real
@attribute numLineOfMethod real
@attribute sizeProForFragVsMethod real
@attribute numLineOfFrag real
@attribute numTokenOfFrag real
@attribute containControlBlock {true, false}
@attribute cycComplexity real
@attribute callPro real
@attribute arithPro real
@attribute beginControlStat {true, false}
@attribute sameFile {true, false}
@attribute samePkg {true, false}
@attribute sameMethod {true, false}
@attribute isTest {true, false}
@attribute globalVars real
@attribute treeDis real
@attribute numOfCommitFileExist real
@attribute numFileDistinctAuthor real
@attribute numOfCommitFileChange real
@attribute numOfCommitRecentFileChange real
@attribute numOfCommitFileOfSamePkgChange real
@attribute numOfCommitRecentFileOfSamePkgChange real
@attribute numOfCommitAllFragsChange real
@attribute numOfCommitNoFragChange real
@attribute numOfCommit1FragChange real
@attribute numOfCommit2FragsChange real
@attribute numOfCommit3FragsChange real
@attribute numTotalMultiset real
@attribute numParaMultiset real
@attribute numGappedMultiset real
@attribute numPartiallySameMultiset real
@attribute numCallDiffMultiset real
@attribute numVarDiffMultiset real
@attribute numTypeDiffMultiset real
@attribute cloneEval {refactored, unrefactored}

@data
2,0,true,false,0,98,0.9795918367346939,96,635,true,34,0.17857142857142858,0.0,false,true,true,true,false,23,1.0,0.042563640828353934,0.016853932584269662,2.455594663174265E-4,0.0,0.005402308258983384,8.594581321109928E-4,8.185315543914218E-5,0.042277154784316935,2.0463288859785546E-4,8.185315543914218E-5,0.0,167,0.0,1.0,0.0,0.023952095808383235,0.09580838323353294,0.017964071856287425,unrefactored
2,0,false,false,0,23,0.9565217391304348,22,123,true,10,0.0,0.0,false,false,false,false,false,4,1.0,0.0796840468200049,0.011235955056179775,2.8648604403699765E-4,0.0,0.027870999427027913,0.005525087992142097,4.092657771957109E-5,0.07931570762052877,3.274126217565687E-4,4.092657771957109E-5,0.0,0,-1,-1,-1,-1,-1,-1,unrefactored
2,0,true,false,0,18,1.0,18,197,true,9,0.14285714285714285,0.0,false,true,true,true,false,2,0.9197530864197531,0.003642465417041827,0.0056179775280898875,8.185315543914218E-5,8.185315543914218E-5,3.274126217565687E-4,1.2277973315871326E-4,0.0,0.0999427027911926,8.185315543914218E-5,0.0,0.0,9,0.5555555555555556,0.4444444444444444,0.0,0.0,0.5555555555555556,0.0,unrefactored
2,0,true,false,0,6,1.0,6,118,false,1,0.0,0.0,false,true,true,true,false,-1,1.0,0.022591470901203243,0.0,0.0,0.0,0.009167553409183925,0.0030285667512482605,0.0,0.022591470901203243,0.0,0.0,0.0,0,-1,-1,-1,-1,-1,-1,unrefactored
2,2,true,true,0,31,0.3548387096774194,11,85,true,6,0.08333333333333333,0.0,true,true,true,false,false,6,1.0,0.018171400507489565,0.0056179775280898875,4.50192354915282E-4,4.092657771957109E-5,0.006425472701972661,9.00384709830564E-4,4.50192354915282E-4,0.017721208152574282,0.0,4.50192354915282E-4,0.0,4,0.0,1.0,0.0,0.0,0.25,0.0,unrefactored
2,0,false,true,0,48,0.16666666666666666,8,125,false,0,0.5714285714285714,0.0,true,false,false,false,false,6,0.5990621336459554,2.455594663174265E-4,0.0,0.0,0.0,4.092657771957109E-5,0.0,0.0,0.09998362936891217,4.092657771957109E-5,0.0,0.0,0,-1,-1,-1,-1,-1,-1,unrefactored
2,0,false,false,0,15,1.0,15,95,true,2,0.2,0.0,false,false,false,false,false,3,0.5,2.455594663174265E-4,0.0,0.0,0.0,4.092657771957109E-5,0.0,0.0,0.09981992305803389,2.0463288859785546E-4,0.0,0.0,0,-1,-1,-1,-1,-1,-1,unrefactored
3,16,true,false,0,8,1.0,8,72,false,1,0.42857142857142855,0.0,false,true,true,false,false,7,1.0,8.185315543914218E-5,0.0056179775280898875,4.092657771957109E-5,4.092657771957109E-5,8.185315543914218E-5,4.092657771957109E-5,4.092657771957109E-5,4.092657771957109E-5,0.0,0.0,4.092657771957109E-5,7,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.0,0.5714285714285714,0.0,unrefactored
2,4,true,false,0,13,1.0,13,112,true,4,0.0,0.0,false,true,true,false,false,2,1.0,0.10002455594663175,0.016853932584269662,4.092657771957109E-4,3.683391994761398E-4,0.015715805844315298,0.010231644429892772,4.092657771957109E-4,0.09961529016943603,0.0,4.092657771957109E-4,0.0,12,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,0.5833333333333334,0.0,unrefactored
4,0,false,false,0,23,1.0,23,520,true,28,0.0,0.0,false,false,false,false,false,14,1.0,0.005811574036179094,0.0056179775280898875,1.2277973315871326E-4,0.0,9.82237865269706E-4,4.092657771957109E-4,1.2277973315871326E-4,0.005688794303020382,0.0,0.0,0.0,103,0.02912621359223301,0.970873786407767,0.5145631067961165,0.14563106796116504,0.0970873786407767,0.0,unrefactored
3,7,true,false,0,8,1.0,8,82,true,6,0.0,0.0,false,true,true,false,false,1,1.0,0.10002455594663175,0.011235955056179775,2.455594663174265E-4,0.0,0.014856347712204305,0.002169108619137268,2.455594663174265E-4,0.09977899648031431,0.0,0.0,2.455594663174265E-4,14,0.35714285714285715,0.6428571428571429,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.0,unrefactored
5,0,true,false,0,25,0.96,24,149,true,7,0.36363636363636365,0.0,false,false,false,false,false,6,1.0,0.00450192354915282,0.0,0.0,0.0,0.0012687239093067037,2.0463288859785546E-4,0.0,0.004460996971433249,0.0,0.0,0.0,24,0.125,0.9166666666666666,0.0,0.125,0.20833333333333334,0.0,unrefactored
2,0,false,false,0,17,1.0,17,115,true,8,0.0,0.0,false,false,false,false,false,1,0.9798994974874372,0.042563640828353934,0.02247191011235955,2.8648604403699765E-4,4.092657771957109E-5,0.019030858639600558,0.004010804616517967,0.0,0.042277154784316935,2.8648604403699765E-4,0.0,0.0,0,-1,-1,-1,-1,-1,-1,unrefactored
2,6,false,false,0,15,1.0,15,246,true,7,0.0,0.0,false,false,false,false,false,2,1.0,0.10002455594663175,0.016853932584269662,7.776049766718507E-4,1.6370631087828436E-4,0.043054759760988784,0.008021609233035933,4.91118932634853E-4,0.09900139150364247,5.320455103544242E-4,4.91118932634853E-4,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,unrefactored
2,0,false,false,0,44,0.38636363636363635,17,112,true,2,0.3,0.0,false,false,false,false,false,4,1.0,0.04886633379716788,0.011235955056179775,4.50192354915282E-4,4.092657771957109E-5,0.022959810100679382,0.006343619546533519,4.50192354915282E-4,0.04833428828681346,8.185315543914218E-5,4.50192354915282E-4,0.0,10,0.6,0.4,0.0,0.0,0.4,0.0,unrefactored
2,0,true,false,0,10,0.9,9,104,false,1,0.125,0.0,false,false,false,false,false,6,1.0,0.008962920520586068,0.0,0.0,0.0,0.003110419906687403,4.91118932634853E-4,0.0,0.008962920520586068,0.0,0.0,0.0,34,0.11764705882352941,0.8823529411764706,0.0,0.029411764705882353,0.38235294117647056,0.0,unrefactored
2,0,false,true,0,2084,0.003838771593090211,8,82,true,1,0.25,0.0,true,false,false,false,false,5,1.0,2.455594663174265E-4,0.011235955056179775,1.2277973315871326E-4,0.0,1.6370631087828436E-4,0.0,4.092657771957109E-5,0.0013915036424654171,6.138986657935663E-4,4.092657771957109E-5,0.0,0,-1,-1,-1,-1,-1,-1,unrefactored
2,6,true,false,0,15,1.0,15,150,true,3,0.5384615384615384,0.0,false,true,true,false,false,3,1.0,0.06306785626585905,0.02247191011235955,2.455594663174265E-4,0.0,0.017475648686256857,0.0020054023082589833,2.455594663174265E-4,0.06282229679954163,0.0,2.455594663174265E-4,0.0,8,0.125,0.875,0.0,0.0,0.25,0.0,unrefactored
2,9,true,false,0,61,1.0,61,399,true,22,0.23404255319148937,0.0,false,false,false,false,false,1,1.0,0.014774494556765163,0.011235955056179775,1.2277973315871326E-4,0.0,0.006425472701972661,0.0017189162642219857,8.185315543914218E-5,0.01465171482360645,4.092657771957109E-5,8.185315543914218E-5,0.0,51,0.0784313725490196,0.9215686274509803,0.0,0.0,0.0196078431372549,0.0,unrefactored
4,31,true,false,0,12,0.9166666666666666,11,105,true,4,0.2222222222222222,0.0,false,true,true,false,false,6,1.0,0.03732503888024884,0.011235955056179775,1.2277973315871326E-4,0.0,0.0038880248833592537,0.0011459441761479906,1.2277973315871326E-4,0.03720225914709012,0.0,0.0,0.0,7,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,unrefactored
2,0,false,false,0,14,0.9285714285714286,13,93,true,4,0.2,0.0,false,false,false,false,false,5,0.8534688995215312,2.455594663174265E-4,0.0,0.0,0.0,4.092657771957109E-5,0.0,0.0,0.10002455594663175,0.0,0.0,0.0,0,-1,-1,-1,-1,-1,-1,unrefactored
2,6,true,false,0,115,0.11304347826086956,13,122,false,0,0.0,0.0,false,true,true,false,false,5,1.0,0.10002455594663175,0.016853932584269662,7.366783989522796E-4,3.274126217565687E-4,0.024228534009986084,0.007980682655316363,7.366783989522796E-4,0.09928787754767947,0.0,7.366783989522796E-4,0.0,0,-1,-1,-1,-1,-1,-1,unrefactored
2,12,false,true,0,183,0.10382513661202186,19,85,true,1,0.75,0.0,true,false,false,false,false,3,1.0,0.004215437505115822,0.0056179775280898875,2.0463288859785546E-4,0.0,0.001800769419661128,5.729720880739953E-4,0.0,0.003928951461078824,3.274126217565687E-4,0.0,0.0,21,0.09523809523809523,0.9047619047619048,0.0,0.09523809523809523,0.23809523809523808,0.047619047619047616,unrefactored
2,5,false,true,0,14,0.42857142857142855,6,127,true,1,0.2,0.0,true,false,false,false,false,4,1.0,0.10002455594663175,0.02247191011235955,7.366783989522796E-4,1.6370631087828436E-4,0.03908488172219039,0.005729720880739952,4.91118932634853E-4,0.09900139150364247,5.320455103544242E-4,4.91118932634853E-4,0.0,0,-1,-1,-1,-1,-1,-1,unrefactored
2,3,true,false,0,11,1.0,11,98,true,2,0.0,0.1,false,true,true,false,false,0,1.0,0.10002455594663175,0.0056179775280898875,4.092657771957109E-5,0.0,0.02557911107473193,0.006671032168290088,4.092657771957109E-5,0.09998362936891217,0.0,4.092657771957109E-5,0.0,5,1.0,0.0,0.0,0.0,0.2,0.0,unrefactored
2,0,true,false,0,8,1.0,8,148,false,1,0.3333333333333333,0.0,false,true,true,true,false,0,1.0,0.007857902922157649,0.0056179775280898875,4.092657771957109E-5,4.092657771957109E-5,2.0463288859785546E-4,1.2277973315871326E-4,4.092657771957109E-5,0.007816976344438079,0.0,4.092657771957109E-5,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,unrefactored
2,2,true,false,0,25,0.96,24,204,true,5,0.11764705882352941,0.0,false,true,true,false,false,5,1.0,0.03646558074813784,0.028089887640449437,7.776049766718507E-4,4.50192354915282E-4,0.013751330113775885,0.0025783743963329786,7.776049766718507E-4,0.03568797577146599,0.0,7.776049766718507E-4,0.0,4,1.0,0.0,0.0,0.0,0.25,0.0,unrefactored
3,25,true,false,0,12,1.0,12,141,false,1,0.125,0.0,false,true,true,false,false,4,1.0,0.10002455594663175,0.0056179775280898875,4.092657771957109E-5,0.0,0.01092739625112548,0.0021281820414176967,4.092657771957109E-5,0.09998362936891217,0.0,0.0,4.092657771957109E-5,6,0.6666666666666666,0.3333333333333333,0.5,0.0,0.16666666666666666,0.0,unrefactored
2,0,false,false,0,599,1.0,599,11887,false,1,0.0,0.0,false,false,false,false,false,0,0.42424242424242425,0.10002455594663175,0.0056179775280898875,1.2277973315871326E-4,8.185315543914218E-5,0.015633952688876157,0.009249406564623067,4.092657771957109E-5,0.09969714332487517,2.8648604403699765E-4,4.092657771957109E-5,0.0,0,-1,-1,-1,-1,-1,-1,unrefactored
2,2,true,false,0,20,1.0,20,110,false,0,0.42857142857142855,0.07142857142857142,false,true,true,false,true,5,1.0,0.07170336416468855,0.011235955056179775,1.2277973315871326E-4,4.092657771957109E-5,0.007735123188998936,0.0015961365310632725,1.2277973315871326E-4,0.07158058443152984,0.0,1.2277973315871326E-4,0.0,32,0.1875,0.8125,0.0,0.03125,0.25,0.03125,unrefactored
2,0,false,false,0,57,1.0,57,298,true,18,0.0,0.10204081632653061,false,false,false,false,false,2,1.0,0.10002455594663175,0.0,0.0,0.0,0.013833183269215028,0.002291888352295981,0.0,0.0999427027911926,8.185315543914218E-5,0.0,0.0,77,0.11688311688311688,0.8831168831168831,0.0,0.07792207792207792,0.16883116883116883,0.012987012987012988,unrefactored
2,0,true,true,0,244,0.09016393442622951,22,110,true,8,0.1875,0.0,false,true,true,true,false,7,0.41379310344827586,0.10002455594663175,0.028089887640449437,8.594581321109928E-4,1.2277973315871326E-4,0.012482606204469181,0.002373741507735123,8.185315543914218E-5,0.09912417123680117,8.185315543914218E-4,8.185315543914218E-5,0.0,36,0.0,1.0,0.0,0.027777777777777776,0.16666666666666666,0.0,unrefactored
2,0,false,false,0,0,0.0,43,268,true,1,0.0,0.0,false,false,false,false,false,1,0.8888888888888888,2.455594663174265E-4,0.0,0.0,0.0,4.092657771957109E-5,0.0,0.0,0.10002455594663175,0.0,0.0,0.0,0,-1,-1,-1,-1,-1,-1,unrefactored
2,0,true,false,0,18,1.0,18,129,true,9,0.06666666666666667,0.0,false,true,true,true,false,1,1.0,0.10002455594663175,0.03932584269662921,9.00384709830564E-4,2.0463288859785546E-4,0.027952852582467054,0.005197675370385528,9.00384709830564E-4,0.09912417123680117,0.0,9.00384709830564E-4,0.0,29,0.0,1.0,0.0,0.06896551724137931,0.13793103448275862,0.0,unrefactored
2,1,true,true,0,13,0.6923076923076923,9,78,true,4,0.0,0.0,true,true,true,false,false,6,1.0,0.0654006711958746,0.028089887640449437,5.320455103544242E-4,2.0463288859785546E-4,0.01833510681836785,0.0020872554636981256,5.320455103544242E-4,0.06486862568552018,0.0,5.320455103544242E-4,0.0,8,0.75,0.25,0.0,0.0,0.625,0.0,unrefactored
2,10,true,false,0,50,1.0,50,261,true,19,0.06,0.0,false,true,true,false,false,7,1.0,0.001350577064745846,0.0,0.0,0.0,5.320455103544242E-4,2.8648604403699765E-4,0.0,0.001350577064745846,0.0,0.0,0.0,14,0.42857142857142855,0.5714285714285714,0.0,0.35714285714285715,0.2857142857142857,0.0,unrefactored
2,6,true,false,0,20,0.95,19,121,true,4,0.125,0.0,false,false,false,false,false,10,1.0,0.03294589506425473,0.011235955056179775,2.455594663174265E-4,0.0,0.007448637144961938,0.001432430220184988,2.455594663174265E-4,0.03261848244249816,8.185315543914218E-5,2.455594663174265E-4,0.0,30,0.06666666666666667,0.9333333333333333,0.0,0.1,0.26666666666666666,0.0,unrefactored
2,0,false,false,0,505,1.0,505,10013,false,1,0.0,0.0,false,false,false,false,false,0,1.0,0.025128918719816647,0.0,0.0,0.0,0.003724318572480969,0.0015552099533437014,0.0,0.06617827617254646,4.092657771957109E-5,0.0,0.0,0,-1,-1,-1,-1,-1,-1,unrefactored
3,0,true,false,0,10,0.9,9,109,true,3,0.0,0.0,false,false,false,false,false,8,1.0,9.413112875501351E-4,0.0056179775280898875,1.6370631087828436E-4,4.092657771957109E-5,4.092657771957109E-4,4.092657771957109E-5,1.2277973315871326E-4,7.776049766718507E-4,0.0,4.092657771957109E-5,1.2277973315871326E-4,0,-1,-1,-1,-1,-1,-1,unrefactored
2,0,true,false,0,17,1.0,17,148,false,0,0.09090909090909091,0.0,false,true,true,true,false,6,1.0,0.10002455594663175,0.016853932584269662,1.2277973315871326E-4,8.185315543914218E-5,0.017925841041172137,0.009535892608660064,1.2277973315871326E-4,0.09990177621347303,0.0,1.2277973315871326E-4,0.0,37,0.02702702702702703,0.972972972972973,0.0,0.0,0.2702702702702703,0.0,unrefactored
2,0,false,false,0,8,1.0,8,92,false,1,0.0,0.0,false,false,false,false,false,6,0.746031746031746,4.092657771957109E-5,0.0,0.0,0.0,4.092657771957109E-5,4.092657771957109E-5,0.0,0.0067938119014488004,0.0,0.0,0.0,5,0.8,0.2,0.0,0.0,0.8,0.0,unrefactored
2,2,true,true,0,31,0.3548387096774194,11,85,true,6,0.08333333333333333,0.0,true,true,true,false,false,6,1.0,0.10002455594663175,0.06179775280898876,0.0020463288859785544,5.729720880739953E-4,0.02210035196856839,0.006466399279692232,0.0020463288859785544,0.09797822706065319,0.0,0.0020463288859785544,0.0,4,0.0,1.0,0.0,0.0,0.25,0.0,unrefactored
2,0,true,false,0,17,1.0,17,81,true,4,0.0,0.0,false,true,true,true,false,1,1.0,0.042195301628877795,0.011235955056179775,8.594581321109928E-4,2.455594663174265E-4,0.012482606204469181,0.0032741262175656873,8.594581321109928E-4,0.0413358434967668,0.0,8.594581321109928E-4,0.0,15,0.0,1.0,0.0,0.2,0.06666666666666667,0.0,unrefactored
2,9,true,false,0,36,0.6111111111111112,22,142,true,6,0.2222222222222222,0.0,false,true,true,false,false,7,1.0,0.10002455594663175,0.016853932584269662,4.092657771957109E-4,1.2277973315871326E-4,0.045714987312760906,0.011132029139723337,4.092657771957109E-4,0.09961529016943603,0.0,4.092657771957109E-4,0.0,24,0.08333333333333333,0.9166666666666666,0.0,0.20833333333333334,0.041666666666666664,0.0,unrefactored
2,2,true,false,0,18,1.0,18,115,true,6,0.0,0.0,false,true,true,false,false,2,1.0,6.138986657935663E-4,0.0,0.0,0.0,2.455594663174265E-4,1.2277973315871326E-4,0.0,6.138986657935663E-4,0.0,0.0,0.0,47,0.1276595744680851,0.8723404255319149,0.0,0.0,0.0425531914893617,0.0,unrefactored
9,0,true,false,0,9,1.0,9,91,true,3,0.125,0.0,false,true,true,true,false,1,1.0,0.10002455594663175,0.0056179775280898875,4.092657771957109E-5,4.092657771957109E-5,0.016616190554145864,0.0016779896865024148,4.092657771957109E-5,0.09998362936891217,0.0,0.0,0.0,35,0.2571428571428571,0.9428571428571428,0.7428571428571429,0.0,0.2857142857142857,0.0,unrefactored
